title,author,gender
One Tuesday Morning / Beyond Tuesday Morning,Karen Kingsbury,w
Letter from Point Clear,Dennis McFarland,m
Thursday the Rabbi Walked Out,Harry Kemelman,m
Charmed to Death,Shirley Damsgaard,w
Tourist Season,Carl Hiaasen,m
La Belle France: A Short History,Alistair Horne,m
Body Check,Deirdre Martin,w
Hedgehogs in the Hall,Ben M. Baglio,m
Black Profiles in Courage: A Legacy of African American Achievement,"Kareem Abdul-Jabbar, Alan Steinberg",m
Guardian's Key,Anne Logston,w
Snowbound,Cari Hunter,w
And If I Perish: Frontline U.S. Army Nurses in World War II,"Evelyn M. Monahan, Rosemary Neidel-Greenlee",w
Akhenaten,Dorothy Porter,w
A Chance to Die: The Life and Legacy of Amy Carmichael,Elisabeth Elliot,w
Balance of Power,Richard North Patterson,m
Doctor Who: The Eight Doctors,Terrance Dicks,m
A Matter of Blood,Sarah Pinborough,w
"Chicken Soup for the Teenage Soul IV: Stories of Life, Love and Learning","Jack Canfield, Mark Victor Hansen, Kimberly Kirberger, Mitch Claspy",m
Dark Lie,Nancy Springer,w
Gump and Co.,Winston Groom,m
C.S. Lewis,Walter Hooper,m
A Kentish Lad: The Autobiography of Frank Muir,Frank Muir,m
Ravenwood,Nathan Lowell,m
Hayvanlar Kitabı,Pablo Neruda,m
Jessica Takes Charge,"Francine Pascal , Jamie Suzanne",w
The White Gryphon,"Mercedes Lackey, Larry Dixon",w
Aureole: An Erotic Sequence,Carole Maso,w
Sizzle and Burn,Jayne Ann Krentz,w
Stars in the Texas Sky,Stephen J. Matlock,m
Disney's Four-Color Adventures Volume 1,Al Taliaferro,m
The Last Stormdancer,Jay Kristoff,m
Real Life Lesson From Quran,"Muhammad Bilal Lakhani, Darussalam",m
Rogue Rider,Larissa Ione,w
"Owly, Vol. 3: Flying Lessons",Andy Runton,m
Two Gentlemen of Kentucky,James Lane Allen,m
Abraza mi oscuridad,Isabel Keats,w
Dealing with People You Can't Stand: How to Bring Out the Best in People at Their Worst,"Rick Brinkman, Rick Kirschner",m
The Last Twilight,Marjorie M. Liu,w
"The Night's Dawn Trilogy: The Reality Dysfunction, The Neutronium Alchemist, and The Naked God",Peter F. Hamilton,m
Holding Smoke,Elle Cosimano,w
The People's Act of Love,James Meek,m
Un barrage contre le Pacifique,Marguerite Duras,w
Spiral Hunt,Margaret Ronald,w
An Unforgivable Secret,Jennifer Spredemann,w
The Genius,Jesse Kellerman,m
"Daredevil, Volume 1: Devil at Bay","Mark Waid (Writer), Marc Guggenheim",m
Ein Mann will nach oben: Die Frauen und der Träumer,Hans Fallada,m
Un été chez ma grand-mère,India Desjardins,w
Der Freigeist,Gotthold Ephraim Lessing,m
Dodelijke Delta,Colin Forbes,m
Un giorno perfetto per innamorarsi,Anna Premoli,w
RoomHate,Penelope Ward,w
Gabriel's Inferno Trilogy,Sylvain Reynard,m
"Filthy English: The How, Why, When and What of Everyday Swearing",Peter Silverton,m
Witch's Bell 4,Odette C. Bell,w
"Don't Tell Mum I Work On The Rigs, She Thinks I'm A Piano Player In A Whorehouse",Paul Carter,m
An Illustrated History of Notable Shadowhunters and Denizens of Downworld,Cassandra Clare,w
Nor Will He Sleep,David Ashton,m
You May All Prophesy,Steve Thompson,m
Bread and Wine: A Love Letter to Life Around the Table with Recipes,Shauna Niequist,w
"Akiko, Volume 4: The Story Tree",Mark Crilley,m
A Wind of Change,Bella Forrest,w
A Period of Juvenile Prosperity,Mike Brodie (Photographs),m
Lietuva atsiskleidžia: 99 LGBT+ istorijos,"Romas Zabarauskas, Arcana Femina",m
Born to Run,Michael Morpurgo,m
Jesus Always: Embracing Joy in His Presence,Sarah Young,w
The Sportswriter,Richard Ford,m
Tiana,Lucia St. Clair Robson,w
Beyond the Truth,Anne Holt,w
Wait for It,Mariana Zapata,w
Unlimited Power: The New Science Of Personal Achievement,Anthony Robbins,m
The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,John C. Maxwell,m
Τρία κλικ αριστερά,"Katerina Gogou, Κατερίνα Γώγου",w
Area of Influence,Mandy M. Roth,w
Jesus and the Gospels,Craig L. Blomberg,m
"The Wakeful World: Animism, Mind and the Self in Nature",Emma Restall Orr,w
Crow: From the Life and Songs of the Crow (Faber Library),Ted Hughes,m
Cosmic Trigger: Die letzten Geheimnisse der Illuminaten oder An den Grenzen des erweiterten Bewusstseins,Robert Anton Wilson,m
Meditations from a Movable Chair,Andre Dubus,m
The Hatbox Letters,Beth Powning,w
The Angel Experiment/School's Out Forever/Saving the World Set,James Patterson,m
The South Beach Diet,Arthur Agatston,m
By Design,Madeline Hunter,w
Restoring Grace,Katie Fforde,w
Hannah's Hope,Karen Kingsbury,w
The World Below,Sue Miller,w
A Soprano on Her Head: Right-Side-Up Reflections on Life and Other Performances,Eloise Ristad,w
Boundary Waters,William Kent Krueger,m
The Trouble With Witches,Shirley Damsgaard,w
The Wishing Pearl,Nicole O'Dell,w
"New X-Men, Volume 6: Planet X",Grant Morrison (Writer),m
Hunter's Way,Gerri Hill,w
"Cows, Pigs, Wars, and Witches: The Riddles of Culture",Marvin Harris,m
Inequality Matters: The Growing Economic Divide in America and Its Poisonous Consequences,James Lardner (Editor),m
The Seance,John Harwood,m
The Ultimate Halloween,"Marvin Kaye  (Editor), more…",m
Plays 2: The Caretaker / The Dwarfs / The Collection / The Lover / Night School / Trouble in the Works / The Black and White / Request Stop / Last to Go / Special Offer,Harold Pinter,m
The Autobiography of George Muller,George Müller,m
No Safe Place,Richard North Patterson,m
Doctor Who: Reckless Engineering,Nick Walters,m
The Green Ray,Jules Verne,m
The Wizard Hunters,Martha Wells,w
The Virgin Cure,Ami McKay,w
Letters from Rifka,Karen Hesse,w
Chicken Soup for the Teenage Soul on Tough Stuff: Stories of Tough Times and Lessons Learned (Chicken Soup for the Soul),"Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",m
Becoming a Superhero: Based on a True Story,Oliver Galang,m
Perfect for You,Kate Perry,w
The Kenneth Williams Diaries,Kenneth Williams (Editor),m
Owner's Share,Nathan Lowell,m
Şeytan (The Devil),Leo Tolstoy,m
Pearl Jam Twenty,"Pearl Jam, Cameron Crowe, Mark Wilkerson",w
"Fall River Dreams: A Team's Quest for Glory, A Town's Search for Its Soul",Bill Reynolds,m
"Sweet Valley Twins Collection: Jessica's No Angel, Happy Mother's Day, Lila, Jessica Takes Charge","Francine Pascal  (Creator), Jamie Suzanne",w
Annapurna,Maurice Herzog,m
The Bungalow Mystery,Carolyn Keene,w
The Love Potion,Sandra Hill,w
The Ministry of Fear,Graham Greene,m
"Owly, Vol. 2: Just a Little Blue",Andy Runton,m
Thinking Out Loud,Anna Quindlen,w
The Mulligan,Nathan Jorgenson,m
Zoya,Danielle Steel,w
A Lancaster Amish Storm 1:1,Ruth Price,w
The Scandalous Sisterhood of Prickwillow Place,Julie Berry,w
"Daredevil, Volume 7",Mark Waid (Writer),m
The Seven Days of Peter Crumb,Jonny Glynn,m
Sur le point de craquer !,India Desjardins,w
Bobby Fischer Goes to War: How the Soviets Lost the Most Extraordinary Chess Match of All Time,"David Edmonds , John Eidinow",m
Believed Violent,James Hadley Chase,m
Carnival of Souls,Melissa Marr,w
Mystery Spinner The Story of Jack Iverson,Gideon Haigh,m
"Fallacy of Fine-Tuning, The: Why the Universe Is Not Designed for Us",Victor J. Stenger,m
Dodelijke Golf,Colin Forbes,m
Honor Among Thieves,Jeffrey Archer,m
Julemysteriet,Jostein Gaarder,m
How to Survive in Your Native Land,James Herndon,m
Finché amore non ci separi,Anna Premoli,w
The Life You Can Save: How to Do Your Part to End World Poverty,Peter Singer,m
The Mermaid in the Basement,Gilbert Morris,m
Hickory Dickory Dock,Agatha Christie,w
Witch's Bell 5,Odette C. Bell,w
The Secret Servant,Daniel Silva,m
Paid For,Alexa Riley,w
Malcolm X: The Last Speeches,Malcolm X,m
"Akiko, Volume 5: Bornstone's Elixir",Mark Crilley,m
A Hero of Realms,Bella Forrest,w
Shirin Neshat,Paulette Gagnon,w
Kameronas ir mergaitės,Edward Averett,m
The Last Wolf,Michael Morpurgo,m
In Our Mothers' House,Patricia Polacco,w
The Day of the Owl,Leonardo Sciascia,m
Illegal Aliens,"Nick Pollotta, Phil Foglio",m
The Cadence of Grass,Thomas McGuane,m
The Song of Hiawatha,Henry Wadsworth Longfellow,m
Dead[ish],Naomi Kramer,w
Es wird keine Helden geben,Anna Seidl,w
Cesar Vallejo - Poesia Completa,César Vallejo,m
Νεολιθική νυχτωδία στην Κρονστάνδη,"Nikos Karouzos, Νίκος Καρούζος",m
Isolated Maneuver,Mandy M. Roth,w
The Search for Delicious,"Natalie Babbitt, Marlene Bernstein Samuels",w
"Determined to Believe: The Sovereignty of God, Freedom, Faith and Human Responsibility",John C. Lennox,m
Chagrin d'école,Daniel Pennac,m
Mom Kills Kids & Self,Alan Saperstein,m
Broken Vessels: Essays,Andre Dubus,m
An Unfinished Life,Mark Spragg,m
Maggie's Miracle,Karen Kingsbury,w
Against All Enemies,Richard A. Clarke,m
The Far Side Gallery,Gary Larson,m
The Illustrated A Brief History of Time/The Universe in a Nutshell,Stephen Hawking,m
Witch Hunt,Shirley Damsgaard,w
The Scent of Rain and Lightning,Nancy Pickard,w
The Big Red Book,Rumi,w
Flesh Gothic,Edward Lee,m
The Burn,Annie Oldham,w
"New X-Men, Volume 5: Assault on Weapon Plus",Grant Morrison (Writer),m
Residual Moon,Kate Sweeney,w
Shrike,Joe Donnelly,m
Vixen,Jillian Larkin,w
Wicked Intentions,Elizabeth Hoyt,w
Peter Greenaway: Museums and Moving Images,David Pascoe,m
Nuns and Soldiers,Iris Murdoch,w
Doctor Who: Strange England,Simon Messingham,m
The Star of the South,Jules Verne,m
The Ships of Air,Martha Wells,w
Kiss of Heat,Lora Leigh,w
"Elisabeth: The Princess Bride, Austria - Hungary, 1853",Barry Denenberg,m
Perchance to Dream,Lisa Mantchev,w
Liquidation,Imre Kertész,m
Wild Space,Karen Miller,w
"The Letters of Charlotte Brontë: With a Selection of Letters by Family and Friends, Volume I: 1829-1847",Charlotte Brontë,w
South of Surrender,Laura Kaye,w
South Coast,Nathan Lowell,m
Fantastic Voyage,Isaac Asimov,m
King Harald's Saga,Snorri Sturluson,m
Crybaby Lois,"Francine Pascal  (creator), Molly Mia Stewart",w
Storm Rising,Mercedes Lackey,w
Sphinx's Princess,Esther M. Friesner,w
This Spectred Isle: A Journey through Haunted England,Simon Marsden,m
Disney Presents Carl Barks Greatest Ducktales Stories Volume 2,Carl Barks,m
Apocalypse: The Lords of Deliverance Compendium,Larissa Ione,w
Otherwise Known as Sheila the Great,Judy Blume,w
White Palace,Glenn Savan,m
Regálame París,Olivia Ardey,w
Listed,Noelle Adams,w
Soul Song,Marjorie M. Liu,w
"Deadpool, Volume 4: Deadpool vs. S.H.I.E.L.D.","Brian Posehn (Writer), Gerry Duggan",m
Extraterrestre... ou presque!,India Desjardins,w
Fear For Me,Cynthia Eden,w
I Hold the Four Aces,James Hadley Chase,m
Der Judenstaat,Theodor Herzl,m
The Year Of The Balls 2008: A Disrespective,Jarrod Kimber,m
The Promise of Space,Arthur C. Clarke,m
The House at Sunset,Norah Lofts,w
Eindstation Bern,Colin Forbes,m
Silk and Steel,Kat Martin,w
Tutti i difetti che amo di te,Anna Premoli,w
Witch of the Glens,Sally Watson,w
Flappers: Six Women of a Dangerous Generation,Judith Mackrell,w
Witch's Bell 6,Odette C. Bell,w
სანახევრო სამოთხე,Tomas Tranströmer,m
Halloween Treats,Alexa Riley,w
Poppy Done to Death,Charlaine Harris,w
Tender Warrior: God's Intention for a Man,Stuart K. Weber,m
Inked Armor,Helena Hunting,w
Fire on the Mountain,Anita Desai,w
"Akiko, Volume 6: Stranded in Komura / Moonshopping",Mark Crilley,m
A Vial of Life,Bella Forrest,w
Shoji Ueda - Process and Creation,Shoji Ueda (Photographer),m
Dark Calling,Darren Shan,m
"Emblems of Desire: Selections from the ""delie"" of Maurice Sceve",Maurice Scève (Editor),m
To Each His Own,Leonardo Sciascia,m
"Suzy, Led Zeppelin, and Me",Martin Millar,m
Death is No Sportsman,Cyril Hare,m
Notes of a Pug-Nosed Mephistopheles,Volodymyr Vynnychenko,m
The Way to Sattin Shore,Philippa Pearce,w
Tarot Aromatherapy,Karen Seinor,w
The Miracle of St. Anthony: A Season with Coach Bob Hurley and Basketball's Most Improbable Dynasty,Adrian Wojnarowski,m
Sharpe's Siege,Bernard Cornwell,m
Separation Zone,Mandy M. Roth,w
Can Science Explain Everything?,John C. Lennox,m
Kangaroo Dreaming: An Australian Wildlife Odyssey,Edward Kanze,m
The Lost Medallion: The Adventures of Billy Stone,"Bill Muir, Alex Kendrick",m
My Lunches with Orson: Conversations between Henry Jaglom and Orson Welles,Peter Biskind (Editor),m
Dancing After Hours,Andre Dubus,m
Bidding for Love,Katie Fforde,w
Sarah's Song,Karen Kingsbury,w
The Good Wife,Stewart O'Nan,m
The Great Perhaps,Joe Meno,m
The Witch Is Dead,Shirley Damsgaard,w
The Secret War with Iran: The 30-Year Clandestine Struggle Against the World's Most Dangerous Terrorist Power,Ronen Bergman,m
What's Right: The New Conservative Majority And The Remaking Of America,David Frum,m
The Sane Society,Erich Fromm,m
"New X-Men, Volume 4: Riot at Xavier's",Grant Morrison (Writer),m
Survive the Dawn,Kate Sweeney,w
Secondhand Charm,Julie Berry,w
The Tea House on Mulberry Street,Sharon Owens,w
The Coming Fury,"Bruce Catton, E.B. Long",m
The Privilege of Youth: A Teenager's Story,Dave Pelzer,m
"Paul Klee, 1879-1940",Susanna Partsch,w
Love is Fear,Caroline Hanson,w
The Begum's Fortune,Jules Verne,m
Red Hot,Audrey Friend,w
The Gate of Gods,Martha Wells,w
Which Witch?,Eva Ibbotson,w
Queen's Own Fool,"Jane Yolen , Robert J. Harris",w
"Chicken Soup for the Teenage Soul III: More Stories of Life, Love and Learning (Chicken Soup for the Soul)","Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",m
Don't Say a Word,Barbara Freethy,w
Papers and Journals,Søren Kierkegaard,m
Lyric's World,"Nancy Richardson Fischer , Nancy Richardson",w
The Swish of the Curtain,Pamela Brown,w
মিসির আলি অমনিবাস ১,Humayun Ahmed,m
Crying With Laughter: My Life Story,Bob Monkhouse,m
Road to Perdition,"Max Allan Collins , Joan Bradshaw",m
A Fail-Safe Way for You to Receive the Holy Spirit,Paul C. Jong,m
Walt Disney's Uncle Scrooge: Only a Poor Old Man,Carl Barks,m
The Devil's Kiss,Gemma James,w
Master Play,Terence Reese,m
Bonfire Beach,Lily Everett,w
Married for Christmas,Noelle Adams,w
Eye of Heaven,Marjorie M. Liu,w
Reckoning for the Dead,Jordan Dane,m
Don't Kill The Messenger,Eileen Rendahl,w
Huckleberry Christmas,Jennifer Beckstrand,w
"Uncanny Avengers, Volume 3: Ragnarok Now",Rick Remender (Writer),m
The Forever King,Molly Cochran,w
Die Wassernot IM Emmental,Jeremias Gotthelf,m
Radiant Desire,Inara Scott,w
American Visions: The Epic History of Art in America,Robert Hughes,m
The Ghost From The Grand Banks,Arthur C. Clarke,m
Farewell to the East End: The Last Days of the East End Midwives,Jennifer Worth,w
The Day of the Butterfly,Norah Lofts,w
Schaakmat,Colin Forbes,m
Clipped Wings,Helena Hunting,w
Winter Falls,Nicole Maggi,w
The Story of the Little Mole Who Went in Search of Whodunit,"Werner Holzwarth, Wolf Erlbruch",m
Drylands,Thea Astley,w
Three Blind Mice and Other Stories,Agatha Christie,w
The Franchise Affair,Josephine Tey,w
Witch's Bell 7,Odette C. Bell,w
Off the Page,"Jodi Picoult , Samantha van Leer",w
The Virgin Cowboy,Alexa Riley,w
Shielding Lily,Alexa Riley,w
A Fool and His Honey,Charlaine Harris,w
The Last Disciple,"Hank Hanegraaff, Sigmund Brouwer",m
The Ripening Seed,Colette,w
The Evening News,Arthur Hailey,m
Duck Goes Potty,Michael Dahl,m
"Akiko, Volume 7: The Battle of Boach's Keep",Mark Crilley,m
Heaven Is a Playground,Rick Telander,m
Dan and Phil Boxed Set,"Dan Howell, Phil Lester",m
"The Lost Tribes of Tierra del Fuego: Selk'nam, Yamana, Kawésqar",Martin Gusinde (Photographs),m
An Island of Our Own,Sally Nicholls,w
Death's Shadow,Darren Shan,m
Ish,Peter H. Reynolds,m
The Naked Salon,Lisa Conway,w
Bimbos of the Death Sun,Sharyn McCrumb,w
"The Puzzle Palace: Inside the National Security Agency, America's Most Secret Intelligence Organization",James Bamford,m
"The Authority, Vol. 1: Relentless","Warren Ellis, Laura Martin",m
An Indigenous Peoples' History of the United States,Roxanne Dunbar-Ortiz,w
A Rainy Night in G minor (Songdog Book 1),Peg Lewis,w
"Mindfulness dovana, arba Murkiantis Buda",Jurgita Barišauskienė,w
Act of Passion,Mandy M. Roth,w
Gunning for God: A Critique of the New Atheism,John C. Lennox,m
"The Ground Beneath Us: From the Oldest Cities to the Last Wilderness, What Dirt Tells Us About Who We Are",Paul Bogard,m
Sadistic Games,Lucian Bane,m
Who Stole Feminism? How Women Have Betrayed Women,Christina Hoff Sommers,w
A Women's Murder Club Omnibus: 4th of July / The 5th Horseman / The 6th Target,"James Patterson , Maxine Paetro",m
Arthur & George,Julian Barnes,m
My Brother Jack,George Johnston,m
Angel Dust Apocalypse,Jeremy Robert Johnson,m
The Witch's Grave,Shirley Damsgaard,w
Donnie Brasco,"Joseph D. Pistone, Richard Woodley",m
"The Great Psychotherapy Debate: Models, Methods and Findings",Bruce E. Wampold,m
Bunny in a Basket,Ben M. Baglio,m
A Taste of Power: A Black Woman's Story,Elaine Brown,w
"New X-Men, Volume 3: New Worlds",Grant Morrison (Writer),m
Zdążyć przed Panem Bogiem,Hanna Krall,w
Dead Game,Claire Kinton,w
"Hugh Johnson's Wine Companion: The Encyclopedia of Wines, Vineyards and Winemakers","Hugh Johnson, Stephen Brook",m
The Mammoth Book of Haunted House Stories,"Peter Haining (Editor), Elizabeth Albright, Thorp McClusky, Basil Copper, Ray Bradbury, Fay Weldon, Richard Dehand, Herbert de Hamel, more…",m
Marc (Taschen Basic Art),Susanna Partsch,w
What Went Wrong? The Clash Between Islam & Modernity in the Middle East,Bernard Lewis,m
Pandora's Daughter,Iris Johansen,w
Mexico,James A. Michener,m
Doctor Who: Cat's Cradle: Time's Crucible,Marc Platt,m
800 Leagues on the Amazon,Jules Verne,m
Tanner's Scheme,Lora Leigh,w
Saints Astray,Jacqueline Carey,w
"Lady of Ch'iao Kuo: Red Bird of the South, Southern China, A.D. 531",Laurence Yep,w
In the Forest,Edna O'Brien,w
Chicken Soup for the Teenage Soul on Love and Friendship,"Jack Canfield, Mark Victor Hansen",m
Pale Horse Coming,Stephen Hunter,m
Double Share,Nathan Lowell,m
"1,000 Artist Journal Pages: Personal Pages and Inspirations",Dawn DeVries Sokol,w
Walt Disney's Three Little Pigs (A Little Golden Book),Al Dempster (Adapter),m
The End of Our Small Town,Dimitris Hatzis,m
Random Walk,Lawrence Block,m
Storm Breaking,Mercedes Lackey,w
"K2, The Savage Mountain: The Classic True Story of Disaster and Survival on the World's Second Highest Mountain","Charles S. Houston, Robert H. Bates",m
Haunted Sites of London,Richard Holland,m
Second Sight,"Amanda Quick , Jayne Ann Krentz",w
Carnivorous Nights: On the Trail of the Tasmanian Tiger,"Margaret Mittelbach, Michael Crewdson",w
Bringing Nature Home: How Native Plants Sustain Wildlife in Our Gardens,Douglas W. Tallamy,m
Reforming the Playboy,Inara Scott,w
"The Last Good Season: Brooklyn, the Dodgers and Their Final Pennant Race Together",Michael Shapiro,m
His Eyes,Renee Carter,w
The Echo of Violence,Jordan Dane,m
Raging Love,Jennifer Foor,w
Инь и Ян - чёрная версия,Boris Akunin,m
Notorious Nineteen,Janet Evanovich,w
Stolen Magic,Stephanie Burgis,w
Down With Skool!,Geoffrey Willans,m
Make the Corpse Walk,James Hadley Chase,m
Gourrama,Friedrich Glauser,m
Ignition,"Kevin J. Anderson , Doug Beason",m
Catching Snowflakes: Local Hero / A Will and a Way,Nora Roberts,w
The Spellbound Hotel,Tom Eglington,m
Gad's Hall / The Haunting of Gad's Hall,Norah Lofts,w
Politiestaat,Colin Forbes,m
"The Doors of His Face, the Lamps of His Mouth",Roger Zelazny,m
"Play Their Hearts Out: A Coach, His Star Recruit, and the Youth Basketball Machine",George Dohrmann,m
"The Blood Telegram: Nixon, Kissinger, and a Forgotten Genocide",Gary J. Bass,m
The Berlin Boxing Club,Robert Sharenow,m
Making Sense of Japanese: What the Textbooks Don't Tell You,Jay Rubin,m
Rite of Passage,Alexei Panshin,m
"Five, Six, Seven, Nate!",Tim Federle,m
Treasure of Green Knowe,Lucy M. Boston,w
The Unlikely Spy,Daniel Silva,m
Roping The Virgin,Alexa Riley,w
Last Scene Alive,Charlaine Harris,w
The Last Sacrifice,"Hank Hanegraaff, Sigmund Brouwer",m
Akiko: Flights of Fancy,Mark Crilley,m
Corporate Finance,"Jonathan Berk, Peter DeMarzo",m
The League of Extraordinary Gentlemen Omnibus,Alan Moore,m
A Flight of Souls,Bella Forrest,w
Kazuma Obara: Silent Histories,Kazuma Obara (Photographer),m
The Casebooks of Captain Holloway: The Disappearance of Tom Pile,Ian Beck,m
Storia di una capinera,Giovanni Verga,m
Cuttlefish Bones,Eugenio Montale,m
The Snarkout Boys and the Avocado of Death,Daniel Pinkwater,m
"The Authority, Vol. 2: Under New Management","Warren Ellis, Mark Millar",m
Passive Income Generating Methods: Passive Income Generating Junkie,Brandon Gates,m
Writing Degree Zero,Roland Barthes,m
Tomek w grobowcach faraonów,"Alfred Szklarski, Adam Zelga",m
Midnight Echoes,Mandy M. Roth,w
God and Stephen Hawking: Whose Design Is It Anyway?,John C. Lennox,m
Desecrating Solomon 3,Lucian Bane,m
Pays sans chapeau,Dany Laferrière,w
You're Wearing That?: Understanding Mothers and Daughters in Conversation,Deborah Tannen,w
Wild Designs,Katie Fforde,w
Let Me Hold You Longer,Karen Kingsbury,w
Captain Wentworth's Diary,Amanda Grange,w
The Seventh Witch,Shirley Damsgaard,w
The Blithedale Romance,Nathaniel Hawthorne,m
Hedda Gabler and Other Plays,Henrik Ibsen,m
Show and Tell,Jasmine Haynes,w
Why I Love Black Women,Michael Eric Dyson,m
The Silver Branch,Patricia Kennealy-Morrison,w
"New X-Men, Volume 2: Imperial",Grant Morrison (Writer),m
The Revolt of the Masses,José Ortega y Gasset,m
Just Here Trying to Save a Few Lives: Tales of Life and Death from the ER,Pamela Grim,w
Where Is God When It Hurts?,Philip Yancey,m
A Sliver of Shadow,Allison Pang,w
The Face of Fear,"Brian Coffey (Pseudonym), Dean Koontz",m
Bewitching Season,Marissa Doyle,w
Robur the Conqueror,Jules Verne,m
Agent of Change,"Sharon Lee, Steve Miller",w
Fifth Dispatch,Stuart Swezey  (Editor),m
The Last Girls of Pompeii,Kathryn Lasky,w
Firsts,Rosalie Stanton,w
Curse the Dark,Laura Anne Gilman,w
The Golden Globe,"Nancy Richardson Fischer , Nancy Richardson",w
"The Question of God: C.S. Lewis and Sigmund Freud Debate God, Love, Sex, and the Meaning of Life",Armand M. Nicholi Jr.,m
"Making Comics: Storytelling Secrets of Comics, Manga and Graphic Novels",Scott McCloud,m
"Walt Disney - Eeyore, Be Happy (A Little Golden Book)",Don Ferguson,m
Ferntree Falls,Patti Roberts,w
Brave the Betrayal,Katherine Applegate,w
"The Armies of the Night: History as a Novel, the Novel as History",Norman Mailer,m
Five on Kirrin Island Again,Enid Blyton,w
White Lies,Jayne Ann Krentz,w
The Story of Mr Sommer,Patrick Süskind,m
Nathan der Weise,Gotthold Ephraim Lessing,m
Mooch the Messy,Marjorie Weinman Sharmat,w
Stockholm Syndrome,Richard Rider,m
Reconstruction: America's Unfinished Revolution 1863-1877,Eric Foner,m
The Last Gift of Time: Life Beyond Sixty,Carolyn G. Heilbrun,w
The Wrong Side of Dead,Jordan Dane,m
The Incredible Truth About Mothers,Bradley Trevor Greive,m
Нефритовые четки,Boris Akunin,m
Keeping the Castle,Patrice Kindl,m
"Poems of Alfred, Lord Tennyson",Alfred Tennyson,m
How to Be Topp,Geoffrey Willans,m
Mallory,James Hadley Chase,m
The Neptune Challenge,Polly Holyoke,w
Silent Terror,James Ellroy,m
Plugged,Eoin Colfer,m
Prohibido Enamorarse de Adam Walker,Lia Belikov,w
Attack of the Theocrats!: How the Religious Right Harms Us All — and What We Can Do About It,Sean Faircloth,m
Adulthood Rites,Octavia E. Butler,w
ნატურფილოსოფიური თხზულებები,Maurice Maeterlinck,m
Miles: The Autobiography,"Miles Davis, Quincy Troupe",m
Religious Affections,Jonathan Edwards,m
The Red Box,Rex Stout,m
The Blue Woods,Nicole Maggi,w
L'amore non è mai una cosa semplice,Anna Premoli,w
Kærlighed ved første hik,Dennis Jürgensen,m
The Murder at the Vicarage,"Norma (Adapter, Illustrator), Agatha Christie",w
An Enemy at Green Knowe,"Lucy M. Boston, Peter Boston",w
The Fallen Angel,Daniel Silva,m
The Wanted Virgin,Alexa Riley,w
Dead Over Heels,Charlaine Harris,w
The Last Temple,"Hank Hanegraaff, Sigmund Brouwer",m
Akiko: Flights of Fancy - The High Flying Expanded Edition,Mark Crilley,m
A Bridge of Stars,Bella Forrest,w
Marskens hemmelighed,Alex Uth,m
"Misao, The Big Mama And Fukumaru The Cat Goodbye Hello (Japanese and English Edition)",Miyoko Ihara,w
Amor y cohetes,"Gilbert Hernández, Jaime Hernández, Mario Hernández",m
The Younger Man,Zoë Foster Blake,w
Selections from the Prison Notebooks,Antonio Gramsci,m
Wie Zuckerwatte mit Silberfäden,Sophia Bennett,w
The Way to the Spring: Life and Death in Palestine,Ben Ehrenreich,m
Passive Income: How to Get Started Selling on Amazon,Brandon Gates,m
My Point... And I Do Have One,Ellen DeGeneres,w
The Strange Umbrella and Other Stories,Enid Blyton,w
"Notes from My Travels: Visits with Refugees in Africa, Cambodia, Pakistan and Ecuador","Angelina Jolie, Caspian Tredwell-Owen",w
Sharpe's Honour,Bernard Cornwell,m
Kwiat kalafiora,Małgorzata Musierowicz,w
Expecting Darkness,Mandy M. Roth,w
The Mountains of California,John Muir,m
Cuts Like an Angel: The Complete Series,"Mason Sabre , Lucian Bane",m
"Bannock, Beans and Black Tea: Memories of a Prince Edward Island Childhood in the Great Depression","John Gallant, Seth",m
The Rhesus Chart,Charles Stross,m
That's Not What I Meant!,Deborah Tannen,w
Life Skills,Katie Fforde,w
The Red Gloves Collection,Karen Kingsbury,w
In China's Shadow: The Crisis of American Entrepreneurship,Reed Hundt,m
The Unforgiving Minute: A Soldier's Education,Craig M. Mullaney,m
Gimpel the Fool and Other Stories,Isaac Bashevis Singer,m
Schooled,Gordon Korman,m
The Godwulf Manuscript,Robert B. Parker,m
Making Malcolm: The Myth and Meaning of Malcolm X,Michael Eric Dyson,m
The Copper Crown,"Patricia Kennealy-Morrison, Patricia Kennealy",w
Conscious Evolution: Awakening the Power of Our Social Potential,Barbara Marx Hubbard,w
Precisely Terminated,Amanda L. Davis,w
Too Many Ghosts,Paul Gallico,m
Doctor Who: Vanishing Point,Stephen Cole,m
Never Come Morning,Nelson Algren,m
The Duchess of Malfi,John Webster,m
The Adventures of Captain Hatteras,Jules Verne,m
The Midnight Circus,Peter Collington,m
Paris Out of Hand: A Wayward Guide,"Karen Elizabeth Gordon, Barbara Hodgson, Nick Bantock",w
"The Consumerist Manifesto Handbook: The Guerilla's Guide to Making Corporations Pay for Faulty Goods, Substandard Services, and Broken Promises",Charles Selden,m
Pack of Lies,Laura Anne Gilman,w
Just One Wish,Janette Rallison,w
Anakin's Quest,Rebecca Moesta,w
Master of the Mountain,Cherise Sinclair,w
Covenant's End,Ari Marmell,m
Dreamers,Angela Elwell Hunt,w
Twilight's Serenade,Tracie Peterson,w
